ag,mod,predictedDurations,overtime,durations,actual_time,pmTechs,techType,server,batch,agRouting
TX_OUTSTAT_NTHWST_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_outstat_nthwst_t_ist,101,FALSE
TX_OUTSTATE_EAST_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_outstate_east_t_ist,101,FALSE
TX_RIO_GRANDE_VLY_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_rio_grande_vly_t_ist,101,FALSE
TX_SNAN_METRO_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_snan_metro_t_ist,101,FALSE
TX_SOUTHEAST_DLLS_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_southeast_dlls_t_ist,101,FALSE
TX_SOUTHEAST_HSTN_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_southeast_hstn_t_ist,101,FALSE
TX_SOUTHWEST_HSTN_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_southwest_hstn_t_ist,101,FALSE
AL_CENTRAL_E,TRUE,FALSE,0,100,0,TRUE,IEFS,al_central_e_ist,101,FALSE
AL_EAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,al_east_e_ist,101,FALSE
AL_MOBILE_E,TRUE,FALSE,0,100,0,TRUE,IEFS,al_mobile_e_ist,101,FALSE
AL_NORTH_CENTRAL_E,TRUE,FALSE,0,100,0,TRUE,IEFS,al_north_central_e_ist,101,FALSE
AL_NORTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,al_north_e_ist,101,FALSE
AR_LTRK_METRO_E,FALSE,FALSE,0,100,0,TRUE,IEFS,ar_ltrk_metro_e_ist,101,FALSE
AR_OK_FTSM_FYVL_E,FALSE,FALSE,0,100,0,TRUE,IEFS,ar_ok_ftsm_fyvl_e_ist,101,FALSE
CA_SAC_METRO_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_sac_metro_t_ist,101,TRUE
FL_N_INDIAN_RIVER_E,TRUE,FALSE,0,100,0,TRUE,IEFS,fl_n_indian_river_e_ist,101,FALSE
FL_N_JKSNVILLE_NO_E,TRUE,FALSE,0,100,0,TRUE,IEFS,fl_n_jksnville_no_e_ist,101,FALSE
FL_N_JKSNVILLE_SO_E,TRUE,FALSE,0,100,0,TRUE,IEFS,fl_n_jksnville_so_e_ist,101,FALSE
FL_N_ORLANDO_CNTRL_E,TRUE,FALSE,0,100,0,TRUE,IEFS,fl_n_orlando_cntrl_e_ist,101,FALSE
FL_N_ORLANDO_EAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,fl_n_orlando_east_e_ist,101,FALSE
FL_N_PALM_NORTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,fl_n_palm_north_e_ist,101,FALSE
FL_PENSACOLA_E,TRUE,FALSE,0,100,0,TRUE,IEFS,fl_pensacola_e_ist,101,FALSE
FL_S_DADE_EAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,fl_s_dade_east_e_ist,101,FALSE
FL_S_DADE_SOUTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,fl_s_dade_south_e_ist,101,FALSE
GA_ATHENS_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ga_athens_e_ist,101,FALSE
GA_ATL_CENTRAL_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ga_atl_central_e_ist,101,FALSE
GA_ATL_EAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ga_atl_east_e_ist,101,FALSE
GA_ATL_SOUTHEAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ga_atl_southeast_e_ist,101,FALSE
GA_ATL_WEST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ga_atl_west_e_ist,101,FALSE
GA_FAYETTEVILLE_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ga_fayetteville_e_ist,101,FALSE
GA_JONESBORO_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ga_jonesboro_e_ist,101,FALSE
GA_VALDOSTA_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ga_valdosta_e_ist,101,FALSE
IL_CHCG_METRO_T,TRUE,FALSE,0,100,0,FALSE,TFS,il_chcg_metro_t_ist,101,FALSE
IL_CHI_CENTRAL_E,FALSE,FALSE,0,100,0,TRUE,IEFS,il_chi_central_e_ist,101,FALSE
IL_CHI_SOUTH_E,FALSE,FALSE,0,100,0,TRUE,IEFS,il_chi_south_e_ist,101,FALSE
IL_CHI_SUBN_NORTH_E,FALSE,FALSE,0,100,0,TRUE,IEFS,il_chi_subn_north_e_ist,101,FALSE
IL_CHI_SUBN_SOUTH_E,FALSE,FALSE,0,100,0,TRUE,IEFS,il_chi_subn_south_e_ist,101,FALSE
IL_ILLINOIS_NORTH_E,FALSE,FALSE,0,100,0,TRUE,IEFS,il_illinois_north_e_ist,101,FALSE
IL_SOUTHERN_E,FALSE,FALSE,0,100,0,TRUE,IEFS,il_southern_e_ist,101,FALSE
IL_SUBURBAN_WEST_E,FALSE,FALSE,0,100,0,TRUE,IEFS,il_suburban_west_e_ist,101,FALSE
LA_BATON_ROUGE_E,TRUE,FALSE,0,100,0,TRUE,IEFS,la_baton_rouge_e_ist,101,FALSE
LA_METRO_N_ORLEANS_E,TRUE,FALSE,0,100,0,TRUE,IEFS,la_metro_n_orleans_e_ist,101,FALSE
LA_NORTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,la_north_e_ist,101,FALSE
LA_NORTH_SHORE_E,TRUE,FALSE,0,100,0,TRUE,IEFS,la_north_shore_e_ist,101,FALSE
LA_SOUTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,la_south_e_ist,102,FALSE
LA_WEST_N_ORLEANS_E,TRUE,FALSE,0,100,0,TRUE,IEFS,la_west_n_orleans_e_ist,102,FALSE
MS_CENTRAL_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ms_central_e_ist,102,FALSE
MS_NORTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ms_north_e_ist,102,FALSE
NC_CHARLOT_LENOIR_E,TRUE,FALSE,0,100,0,TRUE,IEFS,nc_charlot_lenoir_e_ist,102,FALSE
NC_RALEIGH_EAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,nc_raleigh_east_e_ist,102,FALSE
OH_NORTH_CENTRAL_E,TRUE,FALSE,0,100,0,TRUE,IEFS,oh_north_central_e_ist,102,FALSE
OH_NORTHEAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,oh_northeast_e_ist,102,FALSE
OK_AR_WEST_T,FALSE,FALSE,0,100,0,FALSE,TFS,ok_ar_west_t_ist,101,FALSE
OK_CENTRAL_T,TRUE,FALSE,0,100,0,FALSE,TFS,ok_central_t_ist,102,FALSE
OK_OKCY_NORTH_E,FALSE,FALSE,0,100,0,TRUE,IEFS,ok_okcy_north_e_ist,101,FALSE
SC_CHARLESTON_E,TRUE,FALSE,0,100,0,TRUE,IEFS,sc_charleston_e_ist,102,FALSE
SC_COLUMBIA_EAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,sc_columbia_east_e_ist,102,FALSE
SC_MIDLAND_E,TRUE,FALSE,0,100,0,TRUE,IEFS,sc_midland_e_ist,102,FALSE
SC_UPSTATE_WEST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,sc_upstate_west_e_ist,102,FALSE
