ag,capacity,date,geoGrp,latitude,longitude,lunchDur,lunchEnd,lunchStart,scheduleEnd,scheduleStart,technicianId,timeZone
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_PROSPECT_T,41.778782,-87.713469,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T13:00:00.000Z,ZW1317,CENTRAL
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_PROSPECT_T,41.778782,-87.713469,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T13:00:00.000Z,AA2154,CENTRAL
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_KANKAKEE_T,41.158226,-87.860501,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T13:00:00.000Z,TS8235,CENTRAL
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_ALSIP_BEVERLY_T,41.663534,-87.719133,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T13:00:00.000Z,RB1565,CENTRAL
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_PROSPECT_T,41.778782,-87.713469,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T13:00:00.000Z,JK3512,CENTRAL
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_PROSPECT_T,41.778782,-87.713469,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T13:00:00.000Z,CR1452,CENTRAL
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_KANKAKEE_T,41.158226,-87.860501,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T13:00:00.000Z,TS4918,CENTRAL
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_PROSPECT_T,41.778782,-87.713469,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T13:00:00.000Z,PI2167,CENTRAL
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_PROSPECT_T,41.778782,-87.713469,30,2019-06-07T19:30:00.000Z,2019-06-07T17:30:00.000Z,2019-06-08T00:00:00.000Z,2019-06-07T14:30:00.000Z,GB1721,CENTRAL
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_ALSIP_BEVERLY_T,41.663534,-87.719133,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T13:00:00.000Z,SS1769,CENTRAL
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_KANKAKEE_T,41.158226,-87.860501,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T13:00:00.000Z,RN2762,CENTRAL
IL_SOUTHERN_RURAL_T,450.0,2019-06-07,TFS_IL_ALSIP_BEVERLY_T,41.663534,-87.719133,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T14:00:00.000Z,JL1454,CENTRAL
IL_SOUTHERN_RURAL_T,450.0,2019-06-07,TFS_IL_ALSIP_BEVERLY_T,41.663534,-87.719133,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T14:00:00.000Z,KO1857,CENTRAL
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_CHICAGO_HGTS_T,41.49882,-87.645138,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T13:00:00.000Z,DS5636,CENTRAL
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_PROSPECT_T,41.778782,-87.713469,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T13:00:00.000Z,BA3142,CENTRAL
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_PROSPECT_T,41.778782,-87.713469,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T13:00:00.000Z,AH1731,CENTRAL
IL_SOUTHERN_RURAL_T,510.0,2019-06-07,TFS_IL_ALSIP_BEVERLY_T,41.663534,-87.719133,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T22:30:00.000Z,2019-06-07T13:00:00.000Z,TK2824,CENTRAL
IL_SOUTHERN_RURAL_T,390.0,2019-06-07,TFS_IL_PROSPECT_T,41.778782,-87.713469,30,2019-06-07T17:00:00.000Z,2019-06-07T15:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T14:00:00.000Z,MM5461,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_LK_VILLA_T,42.412981,-88.075133,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,GV1417,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_LK_VILLA_T,42.412981,-88.075133,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,TW1291,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_LK_VILLA_T,42.412981,-88.075133,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,SO3271,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_QUADS_T,41.437876,-90.586644,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,JG9191,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_QUADS_T,41.437876,-90.586644,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,JW4565,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_GURNEE_T,42.390192,-87.90149,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,ME6283,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_LK_VILLA_T,42.412981,-88.075133,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,DH1829,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_GURNEE_T,42.390192,-87.90149,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,WE6721,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_STERLING_T,41.773407,-89.715733,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,RK1968,CENTRAL
IL_NORTH_T,270.0,2019-06-07,TFS_IL_ROCKFORD_T,42.330104,-89.036007,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T15:30:00.000Z,AO1563,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_GURNEE_T,42.390192,-87.90149,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,JW9671,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_BUFFALO_GROVE_T,42.178794,-87.947053,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,DS2348,CENTRAL
IL_NORTH_T,270.0,2019-06-07,TFS_IL_ROCKFORD_T,42.330104,-89.036007,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T15:30:00.000Z,DD7621,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_BUFFALO_GROVE_T,42.178794,-87.947053,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,AR3879,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_BUFFALO_GROVE_T,42.178794,-87.947053,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,JT3689,CENTRAL
IL_NORTH_T,270.0,2019-06-07,TFS_IL_ROCKFORD_T,42.330104,-89.036007,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T15:30:00.000Z,RS6732,CENTRAL
IL_NORTH_T,270.0,2019-06-07,TFS_IL_ROCKFORD_T,42.330104,-89.036007,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T15:30:00.000Z,MF2162,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_BUFFALO_GROVE_T,42.178794,-87.947053,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,AH6851,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_MCHENRY_T,42.3164,-88.2869,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,RX2397,CENTRAL
IL_NORTH_T,210.0,2019-06-07,TFS_IL_BUFFALO_GROVE_T,42.178794,-87.947053,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T17:30:00.000Z,2019-06-07T13:00:00.000Z,JB4191,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_BUFFALO_GROVE_T,42.178794,-87.947053,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,JP2427,CENTRAL
IL_NORTH_T,270.0,2019-06-07,TFS_IL_ROCKFORD_T,42.330104,-89.036007,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T15:30:00.000Z,BC2314,CENTRAL
IL_NORTH_T,270.0,2019-06-07,TFS_IL_ROCKFORD_T,42.330104,-89.036007,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T15:30:00.000Z,JR3494,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_GURNEE_T,42.390192,-87.90149,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,MA1328,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_GURNEE_T,42.390192,-87.90149,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,AW1256,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_GURNEE_T,42.390192,-87.90149,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,DB2348,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_GURNEE_T,42.390192,-87.90149,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,KF1989,CENTRAL
IL_NORTH_T,270.0,2019-06-07,TFS_IL_ROCKFORD_T,42.330104,-89.036007,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T15:30:00.000Z,SH2646,CENTRAL
